group	nspecies	nclust	seeds
all	100002	53378	10614
all	100002	53601	1565367
all	100002	53315	15761
all	100002	53482	23103
all	100002	53524	29901
all	100002	53420	30363
all	100002	53386	5525
all	100002	53323	61733
all	100002	53382	7830
all	100002	53488	9390
all	10002	7936	10614
all	10002	7964	1565367
all	10002	7850	15761
all	10002	7913	23103
all	10002	7978	29901
all	10002	7902	30363
all	10002	7888	5525
all	10002	7927	61733
all	10002	7898	7830
all	10002	7858	9390
all	1002	934	10614
all	1002	936	1565367
all	1002	925	15761
all	1002	945	23103
all	1002	946	29901
all	1002	939	30363
all	1002	932	5525
all	1002	930	61733
all	1002	948	7830
all	1002	931	9390
all	101002	53794	10614
all	101002	54006	1565367
all	101002	53710	15761
all	101002	53883	23103
all	101002	53915	29901
all	101002	53822	30363
all	101002	53789	5525
all	101002	53741	61733
all	101002	53791	7830
all	101002	53863	9390
all	102002	54183	10614
all	102002	54386	1565367
all	102002	54127	15761
all	102002	54293	23103
all	102002	54305	29901
all	102002	54222	30363
all	102002	54167	5525
all	102002	54145	61733
all	102002	54202	7830
all	102002	54259	9390
all	103002	54574	10614
all	103002	54766	1565367
all	103002	54515	15761
all	103002	54681	23103
all	103002	54730	29901
all	103002	54615	30363
all	103002	54556	5525
all	103002	54543	61733
all	103002	54596	7830
all	103002	54655	9390
all	104002	54981	10614
all	104002	55167	1565367
all	104002	54910	15761
all	104002	55078	23103
all	104002	55126	29901
all	104002	55005	30363
all	104002	54961	5525
all	104002	54950	61733
all	104002	54987	7830
all	104002	55066	9390
all	105002	55362	10614
all	105002	55540	1565367
all	105002	55303	15761
all	105002	55473	23103
all	105002	55555	29901
all	105002	55406	30363
all	105002	55370	5525
all	105002	55362	61733
all	105002	55389	7830
all	105002	55488	9390
all	106002	55741	10614
all	106002	55923	1565367
all	106002	55692	15761
all	106002	55871	23103
all	106002	55941	29901
all	106002	55787	30363
all	106002	55753	5525
all	106002	55755	61733
all	106002	55774	7830
all	106002	55838	9390
all	107002	56129	10614
all	107002	56308	1565367
all	107002	56064	15761
all	107002	56240	23103
all	107002	56323	29901
all	107002	56193	30363
all	107002	56131	5525
all	107002	56154	61733
all	107002	56172	7830
all	107002	56201	9390
all	108002	56495	10614
all	108002	56693	1565367
all	108002	56449	15761
all	108002	56615	23103
all	108002	56695	29901
all	108002	56582	30363
all	108002	56527	5525
all	108002	56547	61733
all	108002	56571	7830
all	108002	56580	9390
all	109002	56888	10614
all	109002	57076	1565367
all	109002	56840	15761
all	109002	56983	23103
all	109002	57084	29901
all	109002	56977	30363
all	109002	56920	5525
all	109002	56916	61733
all	109002	56957	7830
all	109002	56953	9390
all	110002	57264	10614
all	110002	57454	1565367
all	110002	57218	15761
all	110002	57369	23103
all	110002	57439	29901
all	110002	57380	30363
all	110002	57307	5525
all	110002	57304	61733
all	110002	57348	7830
all	110002	57333	9390
all	11002	8611	10614
all	11002	8661	1565367
all	11002	8545	15761
all	11002	8610	23103
all	11002	8687	29901
all	11002	8584	30363
all	11002	8568	5525
all	11002	8632	61733
all	11002	8589	7830
all	11002	8564	9390
all	111002	57635	10614
all	111002	57829	1565367
all	111002	57610	15761
all	111002	57749	23103
all	111002	57812	29901
all	111002	57757	30363
all	111002	57700	5525
all	111002	57697	61733
all	111002	57728	7830
all	111002	57709	9390
all	112002	58025	10614
all	112002	58216	1565367
all	112002	58006	15761
all	112002	58110	23103
all	112002	58170	29901
all	112002	58105	30363
all	112002	58078	5525
all	112002	58068	61733
all	112002	58105	7830
all	112002	58095	9390
all	113002	58418	10614
all	113002	58599	1565367
all	113002	58401	15761
all	113002	58494	23103
all	113002	58563	29901
all	113002	58486	30363
all	113002	58461	5525
all	113002	58446	61733
all	113002	58486	7830
all	113002	58455	9390
all	114002	58787	10614
all	114002	58961	1565367
all	114002	58761	15761
all	114002	58874	23103
all	114002	58938	29901
all	114002	58880	30363
all	114002	58826	5525
all	114002	58846	61733
all	114002	58895	7830
all	114002	58819	9390
all	115002	59189	10614
all	115002	59306	1565367
all	115002	59121	15761
all	115002	59258	23103
all	115002	59282	29901
all	115002	59214	30363
all	115002	59201	5525
all	115002	59222	61733
all	115002	59278	7830
all	115002	59220	9390
all	116002	59575	10614
all	116002	59678	1565367
all	116002	59484	15761
all	116002	59630	23103
all	116002	59636	29901
all	116002	59577	30363
all	116002	59581	5525
all	116002	59574	61733
all	116002	59661	7830
all	116002	59605	9390
all	117002	59963	10614
all	117002	60041	1565367
all	117002	59871	15761
all	117002	59992	23103
all	117002	60030	29901
all	117002	59948	30363
all	117002	59973	5525
all	117002	59929	61733
all	117002	60045	7830
all	117002	59987	9390
all	118002	60320	10614
all	118002	60418	1565367
all	118002	60240	15761
all	118002	60365	23103
all	118002	60388	29901
all	118002	60326	30363
all	118002	60344	5525
all	118002	60327	61733
all	118002	60416	7830
all	118002	60344	9390
all	119002	60685	10614
all	119002	60823	1565367
all	119002	60610	15761
all	119002	60721	23103
all	119002	60733	29901
all	119002	60676	30363
all	119002	60717	5525
all	119002	60707	61733
all	119002	60801	7830
all	119002	60688	9390
all	120002	61071	10614
all	120002	61195	1565367
all	120002	60988	15761
all	120002	61094	23103
all	120002	61092	29901
all	120002	61047	30363
all	120002	61081	5525
all	120002	61097	61733
all	120002	61173	7830
all	120002	61067	9390
all	12002	9287	10614
all	12002	9332	1565367
all	12002	9226	15761
all	12002	9303	23103
all	12002	9358	29901
all	12002	9271	30363
all	12002	9252	5525
all	12002	9310	61733
all	12002	9280	7830
all	12002	9239	9390
all	121002	61446	10614
all	121002	61566	1565367
all	121002	61370	15761
all	121002	61470	23103
all	121002	61468	29901
all	121002	61405	30363
all	121002	61440	5525
all	121002	61431	61733
all	121002	61547	7830
all	121002	61423	9390
all	122002	61793	10614
all	122002	61949	1565367
all	122002	61734	15761
all	122002	61837	23103
all	122002	61833	29901
all	122002	61781	30363
all	122002	61799	5525
all	122002	61767	61733
all	122002	61912	7830
all	122002	61805	9390
all	123002	62162	10614
all	123002	62300	1565367
all	123002	62108	15761
all	123002	62214	23103
all	123002	62225	29901
all	123002	62127	30363
all	123002	62141	5525
all	123002	62143	61733
all	123002	62262	7830
all	123002	62165	9390
all	124002	62534	10614
all	124002	62626	1565367
all	124002	62491	15761
all	124002	62569	23103
all	124002	62594	29901
all	124002	62469	30363
all	124002	62525	5525
all	124002	62520	61733
all	124002	62621	7830
all	124002	62553	9390
all	125002	62892	10614
all	125002	62979	1565367
all	125002	62866	15761
all	125002	62931	23103
all	125002	62977	29901
all	125002	62846	30363
all	125002	62902	5525
all	125002	62891	61733
all	125002	62977	7830
all	125002	62906	9390
all	126002	63264	10614
all	126002	63319	1565367
all	126002	63247	15761
all	126002	63299	23103
all	126002	63326	29901
all	126002	63192	30363
all	126002	63260	5525
all	126002	63252	61733
all	126002	63329	7830
all	126002	63255	9390
all	127002	63620	10614
all	127002	63653	1565367
all	127002	63631	15761
all	127002	63664	23103
all	127002	63681	29901
all	127002	63564	30363
all	127002	63626	5525
all	127002	63653	61733
all	127002	63671	7830
all	127002	63605	9390
all	128002	63971	10614
all	128002	64016	1565367
all	128002	63981	15761
all	128002	64033	23103
all	128002	64035	29901
all	128002	63923	30363
all	128002	63981	5525
all	128002	64007	61733
all	128002	64052	7830
all	128002	63955	9390
all	129002	64332	10614
all	129002	64354	1565367
all	129002	64296	15761
all	129002	64388	23103
all	129002	64378	29901
all	129002	64260	30363
all	129002	64322	5525
all	129002	64357	61733
all	129002	64398	7830
all	129002	64314	9390
all	130002	64688	10614
all	130002	64730	1565367
all	130002	64639	15761
all	130002	64742	23103
all	130002	64704	29901
all	130002	64623	30363
all	130002	64667	5525
all	130002	64710	61733
all	130002	64767	7830
all	130002	64688	9390
all	13002	9944	10614
all	13002	9999	1565367
all	13002	9871	15761
all	13002	9969	23103
all	13002	10020	29901
all	13002	9936	30363
all	13002	9912	5525
all	13002	9988	61733
all	13002	9963	7830
all	13002	9915	9390
all	131002	65064	10614
all	131002	65097	1565367
all	131002	65028	15761
all	131002	65097	23103
all	131002	65085	29901
all	131002	65009	30363
all	131002	65009	5525
all	131002	65089	61733
all	131002	65126	7830
all	131002	65067	9390
all	132002	65429	10614
all	132002	65457	1565367
all	132002	65369	15761
all	132002	65442	23103
all	132002	65450	29901
all	132002	65390	30363
all	132002	65353	5525
all	132002	65436	61733
all	132002	65443	7830
all	132002	65403	9390
all	133002	65792	10614
all	133002	65838	1565367
all	133002	65715	15761
all	133002	65766	23103
all	133002	65820	29901
all	133002	65730	30363
all	133002	65700	5525
all	133002	65792	61733
all	133002	65771	7830
all	133002	65744	9390
all	134002	66146	10614
all	134002	66190	1565367
all	134002	66063	15761
all	134002	66130	23103
all	134002	66150	29901
all	134002	66089	30363
all	134002	66043	5525
all	134002	66109	61733
all	134002	66130	7830
all	134002	66092	9390
all	135002	66482	10614
all	135002	66535	1565367
all	135002	66407	15761
all	135002	66481	23103
all	135002	66502	29901
all	135002	66447	30363
all	135002	66400	5525
all	135002	66458	61733
all	135002	66466	7830
all	135002	66458	9390
all	136002	66847	10614
all	136002	66885	1565367
all	136002	66761	15761
all	136002	66823	23103
all	136002	66874	29901
all	136002	66789	30363
all	136002	66782	5525
all	136002	66821	61733
all	136002	66842	7830
all	136002	66806	9390
all	137002	67186	10614
all	137002	67218	1565367
all	137002	67118	15761
all	137002	67154	23103
all	137002	67230	29901
all	137002	67128	30363
all	137002	67139	5525
all	137002	67164	61733
all	137002	67171	7830
all	137002	67176	9390
all	138002	67534	10614
all	138002	67545	1565367
all	138002	67479	15761
all	138002	67493	23103
all	138002	67552	29901
all	138002	67487	30363
all	138002	67492	5525
all	138002	67523	61733
all	138002	67537	7830
all	138002	67523	9390
all	139002	67854	10614
all	139002	67898	1565367
all	139002	67821	15761
all	139002	67861	23103
all	139002	67882	29901
all	139002	67846	30363
all	139002	67851	5525
all	139002	67866	61733
all	139002	67872	7830
all	139002	67864	9390
all	140002	68217	10614
all	140002	68250	1565367
all	140002	68203	15761
all	140002	68208	23103
all	140002	68231	29901
all	140002	68195	30363
all	140002	68196	5525
all	140002	68207	61733
all	140002	68230	7830
all	140002	68205	9390
all	14002	10628	10614
all	14002	10675	1565367
all	14002	10516	15761
all	14002	10618	23103
all	14002	10704	29901
all	14002	10617	30363
all	14002	10572	5525
all	14002	10646	61733
all	14002	10646	7830
all	14002	10576	9390
all	141002	68574	10614
all	141002	68564	1565367
all	141002	68552	15761
all	141002	68554	23103
all	141002	68570	29901
all	141002	68537	30363
all	141002	68537	5525
all	141002	68556	61733
all	141002	68580	7830
all	141002	68557	9390
all	141483	68720	10614
all	141483	68720	1565367
all	141483	68720	15761
all	141483	68720	23103
all	141483	68720	29901
all	141483	68720	30363
all	141483	68720	5525
all	141483	68720	61733
all	141483	68720	7830
all	141483	68720	9390
all	15002	11284	10614
all	15002	11336	1565367
all	15002	11190	15761
all	15002	11279	23103
all	15002	11349	29901
all	15002	11282	30363
all	15002	11243	5525
all	15002	11331	61733
all	15002	11324	7830
all	15002	11237	9390
all	16002	11939	10614
all	16002	12001	1565367
all	16002	11860	15761
all	16002	11932	23103
all	16002	12004	29901
all	16002	11937	30363
all	16002	11895	5525
all	16002	11992	61733
all	16002	11970	7830
all	16002	11896	9390
all	17002	12591	10614
all	17002	12646	1565367
all	17002	12497	15761
all	17002	12579	23103
all	17002	12641	29901
all	17002	12595	30363
all	17002	12550	5525
all	17002	12661	61733
all	17002	12630	7830
all	17002	12545	9390
all	18002	13233	10614
all	18002	13277	1565367
all	18002	13172	15761
all	18002	13221	23103
all	18002	13253	29901
all	18002	13212	30363
all	18002	13167	5525
all	18002	13277	61733
all	18002	13267	7830
all	18002	13165	9390
all	19002	13872	10614
all	19002	13919	1565367
all	19002	13809	15761
all	19002	13886	23103
all	19002	13876	29901
all	19002	13833	30363
all	19002	13789	5525
all	19002	13882	61733
all	19002	13892	7830
all	19002	13782	9390
all	20002	14485	10614
all	20002	14573	1565367
all	20002	14417	15761
all	20002	14526	23103
all	20002	14512	29901
all	20002	14468	30363
all	20002	14388	5525
all	20002	14499	61733
all	20002	14494	7830
all	20002	14417	9390
all	2002	1810	10614
all	2002	1795	1565367
all	2002	1794	15761
all	2002	1827	23103
all	2002	1819	29901
all	2002	1812	30363
all	2002	1823	5525
all	2002	1786	61733
all	2002	1828	7830
all	2002	1809	9390
all	21002	15121	10614
all	21002	15200	1565367
all	21002	15064	15761
all	21002	15148	23103
all	21002	15145	29901
all	21002	15105	30363
all	21002	15013	5525
all	21002	15118	61733
all	21002	15113	7830
all	21002	15008	9390
all	22002	15754	10614
all	22002	15825	1565367
all	22002	15679	15761
all	22002	15762	23103
all	22002	15766	29901
all	22002	15714	30363
all	22002	15604	5525
all	22002	15741	61733
all	22002	15722	7830
all	22002	15585	9390
all	23002	16367	10614
all	23002	16409	1565367
all	23002	16285	15761
all	23002	16368	23103
all	23002	16375	29901
all	23002	16328	30363
all	23002	16217	5525
all	23002	16347	61733
all	23002	16333	7830
all	23002	16156	9390
all	24002	16973	10614
all	24002	17005	1565367
all	24002	16885	15761
all	24002	16962	23103
all	24002	16989	29901
all	24002	16927	30363
all	24002	16834	5525
all	24002	16940	61733
all	24002	16924	7830
all	24002	16754	9390
all	25002	17581	10614
all	25002	17592	1565367
all	25002	17476	15761
all	25002	17573	23103
all	25002	17600	29901
all	25002	17518	30363
all	25002	17425	5525
all	25002	17542	61733
all	25002	17526	7830
all	25002	17339	9390
all	26002	18189	10614
all	26002	18162	1565367
all	26002	18069	15761
all	26002	18178	23103
all	26002	18165	29901
all	26002	18105	30363
all	26002	17999	5525
all	26002	18130	61733
all	26002	18102	7830
all	26002	17942	9390
all	27002	18758	10614
all	27002	18750	1565367
all	27002	18662	15761
all	27002	18764	23103
all	27002	18766	29901
all	27002	18693	30363
all	27002	18598	5525
all	27002	18678	61733
all	27002	18704	7830
all	27002	18546	9390
all	28002	19350	10614
all	28002	19317	1565367
all	28002	19272	15761
all	28002	19366	23103
all	28002	19374	29901
all	28002	19279	30363
all	28002	19198	5525
all	28002	19255	61733
all	28002	19295	7830
all	28002	19147	9390
all	29002	19923	10614
all	29002	19891	1565367
all	29002	19848	15761
all	29002	19928	23103
all	29002	19947	29901
all	29002	19852	30363
all	29002	19793	5525
all	29002	19844	61733
all	29002	19877	7830
all	29002	19709	9390
all	2	3	10614
all	2	3	1565367
all	2	3	15761
all	2	3	23103
all	2	3	29901
all	2	3	30363
all	2	3	5525
all	2	3	61733
all	2	3	7830
all	2	3	9390
all	30002	20487	10614
all	30002	20486	1565367
all	30002	20421	15761
all	30002	20507	23103
all	30002	20535	29901
all	30002	20432	30363
all	30002	20362	5525
all	30002	20435	61733
all	30002	20455	7830
all	30002	20323	9390
all	3002	2664	10614
all	3002	2654	1565367
all	3002	2606	15761
all	3002	2673	23103
all	3002	2649	29901
all	3002	2662	30363
all	3002	2644	5525
all	3002	2613	61733
all	3002	2668	7830
all	3002	2646	9390
all	31002	21047	10614
all	31002	21083	1565367
all	31002	21014	15761
all	31002	21078	23103
all	31002	21104	29901
all	31002	21019	30363
all	31002	20943	5525
all	31002	20980	61733
all	31002	21049	7830
all	31002	20890	9390
all	32002	21630	10614
all	32002	21649	1565367
all	32002	21607	15761
all	32002	21636	23103
all	32002	21686	29901
all	32002	21590	30363
all	32002	21501	5525
all	32002	21538	61733
all	32002	21584	7830
all	32002	21456	9390
all	33002	22190	10614
all	33002	22212	1565367
all	33002	22146	15761
all	33002	22196	23103
all	33002	22250	29901
all	33002	22139	30363
all	33002	22045	5525
all	33002	22124	61733
all	33002	22134	7830
all	33002	22019	9390
all	34002	22735	10614
all	34002	22768	1565367
all	34002	22697	15761
all	34002	22734	23103
all	34002	22818	29901
all	34002	22689	30363
all	34002	22616	5525
all	34002	22644	61733
all	34002	22661	7830
all	34002	22586	9390
all	35002	23319	10614
all	35002	23330	1565367
all	35002	23255	15761
all	35002	23299	23103
all	35002	23365	29901
all	35002	23252	30363
all	35002	23177	5525
all	35002	23195	61733
all	35002	23226	7830
all	35002	23129	9390
all	36002	23831	10614
all	36002	23867	1565367
all	36002	23827	15761
all	36002	23834	23103
all	36002	23905	29901
all	36002	23804	30363
all	36002	23716	5525
all	36002	23725	61733
all	36002	23780	7830
all	36002	23691	9390
all	37002	24346	10614
all	37002	24382	1565367
all	37002	24370	15761
all	37002	24360	23103
all	37002	24471	29901
all	37002	24360	30363
all	37002	24268	5525
all	37002	24264	61733
all	37002	24310	7830
all	37002	24225	9390
all	38002	24908	10614
all	38002	24918	1565367
all	38002	24905	15761
all	38002	24909	23103
all	38002	25013	29901
all	38002	24911	30363
all	38002	24842	5525
all	38002	24816	61733
all	38002	24854	7830
all	38002	24764	9390
all	39002	25426	10614
all	39002	25476	1565367
all	39002	25459	15761
all	39002	25431	23103
all	39002	25556	29901
all	39002	25450	30363
all	39002	25383	5525
all	39002	25361	61733
all	39002	25365	7830
all	39002	25299	9390
all	40002	25982	10614
all	40002	25997	1565367
all	40002	25980	15761
all	40002	25940	23103
all	40002	26059	29901
all	40002	25971	30363
all	40002	25905	5525
all	40002	25901	61733
all	40002	25878	7830
all	40002	25839	9390
all	4002	3472	10614
all	4002	3479	1565367
all	4002	3423	15761
all	4002	3459	23103
all	4002	3481	29901
all	4002	3485	30363
all	4002	3459	5525
all	4002	3415	61733
all	4002	3453	7830
all	4002	3427	9390
all	41002	26513	10614
all	41002	26550	1565367
all	41002	26505	15761
all	41002	26485	23103
all	41002	26610	29901
all	41002	26499	30363
all	41002	26456	5525
all	41002	26409	61733
all	41002	26387	7830
all	41002	26385	9390
all	42002	27042	10614
all	42002	27048	1565367
all	42002	27013	15761
all	42002	27002	23103
all	42002	27141	29901
all	42002	27051	30363
all	42002	26985	5525
all	42002	26921	61733
all	42002	26921	7830
all	42002	26919	9390
all	43002	27561	10614
all	43002	27603	1565367
all	43002	27560	15761
all	43002	27536	23103
all	43002	27690	29901
all	43002	27586	30363
all	43002	27492	5525
all	43002	27456	61733
all	43002	27436	7830
all	43002	27449	9390
all	44002	28085	10614
all	44002	28135	1565367
all	44002	28096	15761
all	44002	28047	23103
all	44002	28222	29901
all	44002	28117	30363
all	44002	28021	5525
all	44002	27981	61733
all	44002	27956	7830
all	44002	27957	9390
all	45002	28597	10614
all	45002	28654	1565367
all	45002	28623	15761
all	45002	28589	23103
all	45002	28735	29901
all	45002	28610	30363
all	45002	28517	5525
all	45002	28481	61733
all	45002	28489	7830
all	45002	28467	9390
all	46002	29113	10614
all	46002	29161	1565367
all	46002	29159	15761
all	46002	29093	23103
all	46002	29240	29901
all	46002	29107	30363
all	46002	29033	5525
all	46002	28992	61733
all	46002	29026	7830
all	46002	29003	9390
all	47002	29621	10614
all	47002	29696	1565367
all	47002	29668	15761
all	47002	29634	23103
all	47002	29734	29901
all	47002	29623	30363
all	47002	29553	5525
all	47002	29533	61733
all	47002	29531	7830
all	47002	29525	9390
all	48002	30107	10614
all	48002	30226	1565367
all	48002	30184	15761
all	48002	30133	23103
all	48002	30251	29901
all	48002	30120	30363
all	48002	30063	5525
all	48002	30049	61733
all	48002	30024	7830
all	48002	30059	9390
all	49002	30611	10614
all	49002	30741	1565367
all	49002	30672	15761
all	49002	30625	23103
all	49002	30735	29901
all	49002	30628	30363
all	49002	30570	5525
all	49002	30539	61733
all	49002	30522	7830
all	49002	30542	9390
all	50002	31131	10614
all	50002	31264	1565367
all	50002	31179	15761
all	50002	31135	23103
all	50002	31213	29901
all	50002	31128	30363
all	50002	31073	5525
all	50002	31027	61733
all	50002	31016	7830
all	50002	31061	9390
all	5002	4236	10614
all	5002	4257	1565367
all	5002	4199	15761
all	5002	4232	23103
all	5002	4273	29901
all	5002	4248	30363
all	5002	4234	5525
all	5002	4208	61733
all	5002	4228	7830
all	5002	4227	9390
all	51002	31634	10614
all	51002	31790	1565367
all	51002	31653	15761
all	51002	31645	23103
all	51002	31719	29901
